IP,SPEED,LAST_CHECK_TIME,DNS_POSITION,PORT,TYPE
182.99.11.208,0.228秒,17-02-28 03:49,江西,8998,HTTP
125.121.119.184,0.546秒,17-02-28 03:46,浙江杭州,808,HTTP
113.69.38.215,3.551秒,17-03-01 11:36,广东佛山,808,HTTP
113.69.164.70,0.855秒,17-03-01 11:36,广东佛山,808,HTTP
125.121.118.74,0.199秒,17-02-28 06:54,浙江杭州,808,HTTP
60.176.232.70,0.157秒,17-02-28 06:54,浙江杭州,808,HTTP
125.118.146.204,0.201秒,17-03-01 05:02,浙江杭州,808,HTTP
182.88.31.245,0.381秒,17-03-01 05:00,广西南宁,8123,HTTP
106.46.136.140,4.975秒,17-03-01 00:24,,808,HTTP
58.57.75.142,0.126秒,17-03-01 00:22,山东潍坊,63000,HTTP
125.118.151.105,0.265秒,17-02-28 11:27,浙江杭州,808,HTTP
113.123.78.220,3.758秒,17-02-28 11:25,山东滨州,808,HTTP
218.93.110.8,0.181秒,17-03-01 14:21,江苏常州,8118,HTTP
106.46.136.36,0.503秒,17-03-01 14:21,,808,HTTP
125.118.150.161,0.267秒,17-02-26 11:27,浙江杭州,808,HTTP
220.191.14.158,0.164秒,17-02-26 11:27,浙江杭州,808,HTTP
115.204.26.216,2.259秒,17-02-26 21:10,浙江杭州,808,HTTP
121.31.100.197,2.259秒,17-02-26 21:10,广西防城港,8123,HTTP
115.204.28.117,2.541秒,17-03-01 08:27,浙江杭州,808,HTTP
111.72.245.153,0.242秒,17-03-01 08:27,江西鹰潭,808,HTTP
125.118.74.111,0.261秒,17-02-26 15:09,浙江杭州,808,HTTP
220.191.12.44,0.258秒,17-02-26 15:05,浙江杭州,808,HTTP
125.120.8.113,0.285秒,17-02-27 07:27,浙江杭州,808,HTTP
125.122.171.21,0.279秒,17-02-27 07:27,浙江杭州,808,HTTP
106.46.136.21,0.187秒,17-02-27 03:51,,808,HTTP
175.155.24.8,0.238秒,17-02-27 03:40,四川德阳,808,HTTP
123.169.86.129,2.93秒,17-02-26 23:36,山东淄博,808,HTTP
125.118.148.222,0.212秒,17-02-26 23:30,浙江杭州,808,HTTP
106.46.136.234,0.145秒,17-02-28 22:12,,808,HTTP
60.176.233.157,0.253秒,17-02-28 22:12,浙江杭州,808,HTTP
125.120.201.55,0.174秒,17-02-27 20:42,浙江杭州,808,HTTP
106.46.136.202,1.636秒,17-02-27 20:40,,808,HTTP
171.39.13.85,0.309秒,17-02-27 18:27,广西百色,8123,HTTP
125.118.76.38,0.708秒,17-02-27 18:27,浙江杭州,808,HTTP
123.169.85.75,2.802秒,17-02-27 14:54,山东淄博,808,HTTP
115.200.15.198,0.284秒,17-02-27 14:52,浙江杭州,80,HTTP
125.118.73.25,0.982秒,17-02-28 14:20,浙江杭州,808,HTTP
115.204.26.179,0.211秒,17-02-28 14:18,浙江杭州,808,HTTP
61.143.136.114,0.272秒,17-02-28 18:41,广东潮州,8998,HTTP
125.122.169.93,0.696秒,17-02-28 18:37,浙江杭州,808,HTTP
111.72.127.183,1.317秒,17-02-28 03:45,江西吉安,808,HTTP
125.122.118.206,0.257秒,17-02-28 03:41,浙江杭州,808,HTTP
112.123.8.208,0.556秒,17-03-01 11:36,安徽合肥,808,HTTP
119.5.0.16,4.096秒,17-03-01 11:27,四川南充,808,HTTP
125.122.170.84,0.741秒,17-02-28 06:53,浙江杭州,808,HTTP
171.38.72.46,0.295秒,17-02-28 06:52,广西玉林,8123,HTTP
110.72.254.229,5.4秒,17-03-01 05:00,广西南宁,8123,HTTP
60.21.132.218,0.548秒,17-03-01 04:57,辽宁丹东,63000,HTTP
171.38.65.182,5.872秒,17-03-01 00:18,广西玉林,8123,HTTP
110.73.50.230,2.986秒,17-03-01 00:18,广西南宁,8123,HTTP
115.198.39.17,0.303秒,17-02-28 11:24,浙江杭州,808,HTTP
125.118.150.155,0.536秒,17-02-28 11:18,浙江杭州,808,HTTP
175.155.24.16,0.314秒,17-03-01 14:20,四川德阳,808,HTTP
125.118.150.0,0.45秒,17-03-01 14:20,浙江杭州,808,HTTP
171.38.9.215,0.751秒,17-02-26 11:26,广西玉林,8123,HTTP
106.46.136.125,6.258秒,17-02-26 11:24,,808,HTTP
125.122.169.108,6.004秒,17-02-26 21:09,浙江杭州,808,HTTP
113.123.76.157,4.091秒,17-02-26 21:09,山东滨州,808,HTTP
180.119.65.94,0.205秒,17-03-01 08:27,江苏扬州,808,HTTP
111.72.127.0,3.963秒,17-03-01 08:27,江西吉安,808,HTTP
123.96.180.37,7.724秒,17-02-26 15:03,浙江舟山,3128,HTTP
106.46.136.76,3.495秒,17-02-26 14:54,,808,HTTP
125.118.149.206,0.322秒,17-02-27 07:27,浙江杭州,808,HTTP
220.191.15.180,0.243秒,17-02-27 07:27,浙江杭州,808,HTTP
106.46.136.228,0.153秒,17-02-27 03:37,,808,HTTP
125.121.114.100,3.601秒,17-02-27 03:36,浙江杭州,808,HTTP
125.118.73.86,1.814秒,17-02-26 23:27,浙江杭州,808,HTTP
110.73.6.211,0.424秒,17-02-26 23:27,广西防城港,8123,HTTP
117.80.108.133,5.042秒,17-02-28 22:10,江苏苏州,8998,HTTP
171.94.200.74,0.729秒,17-02-28 22:10,,8998,HTTP
125.121.112.210,3.016秒,17-02-27 20:40,浙江杭州,808,HTTP
115.230.72.164,7.758秒,17-02-27 20:34,浙江丽水,8998,HTTP
125.118.240.88,0.299秒,17-02-27 18:27,浙江杭州,808,HTTP
110.72.17.144,1.014秒,17-02-27 18:27,广西贵港,8123,HTTP
113.123.78.178,4.434秒,17-02-27 14:45,山东滨州,808,HTTP
125.124.131.10,4.711秒,17-02-27 14:45,浙江嘉兴,3128,HTTP
111.76.186.86,0.154秒,17-02-28 14:18,江西新余,808,HTTP
125.120.201.158,0.713秒,17-02-28 14:18,浙江杭州,808,HTTP
219.145.213.84,0.173秒,17-02-28 18:37,陕西安康,8998,HTTP
175.155.24.108,0.236秒,17-02-28 18:32,四川德阳,808,HTTP
125.118.74.230,0.445秒,17-02-28 03:41,浙江杭州,808,HTTP
125.122.117.233,1.608秒,17-02-28 03:40,浙江杭州,808,HTTP
106.46.136.193,3.167秒,17-03-01 11:24,,808,HTTP
171.8.169.245,0.085秒,17-03-01 11:21,河南郑州,808,HTTP
119.5.0.113,0.288秒,17-02-28 06:50,四川南充,808,HTTP
111.195.229.123,0.229秒,17-02-28 06:45,北京,8123,HTTP
182.88.81.155,5.65秒,17-03-01 04:54,广西南宁,8123,HTTP
111.72.126.231,6.221秒,17-03-01 04:45,江西吉安,808,HTTP
14.114.161.92,0.313秒,17-03-01 00:18,广东中山,8998,HTTP
106.46.136.25,0.286秒,17-03-01 00:14,,808,HTTP
115.204.30.98,3.124秒,17-02-28 11:18,浙江杭州,808,HTTP
125.118.72.73,2.038秒,17-02-28 11:18,浙江杭州,808,HTTP
106.46.136.119,0.398秒,17-03-01 14:20,,808,HTTP
106.46.136.7,4.269秒,17-03-01 14:20,,808,HTTP
106.46.136.133,0.131秒,17-02-26 11:24,,808,HTTP
106.46.136.153,2.246秒,17-02-26 11:22,,808,HTTP
175.155.24.32,0.283秒,17-02-26 21:07,四川德阳,808,HTTP
106.81.40.34,0.501秒,17-02-26 21:04,重庆,8998,HTTP
111.72.126.242,0.439秒,17-03-01 08:22,江西吉安,808,HTTP
119.5.0.77,0.256秒,17-03-01 08:20,四川南充,808,HTTP
115.198.39.203,0.244秒,17-02-26 14:53,浙江杭州,808,HTTP
183.128.241.55,0.215秒,17-02-26 14:45,浙江杭州,808,HTTP
123.169.84.175,0.168秒,17-02-27 07:27,山东淄博,808,HTTP
111.72.127.56,1.496秒,17-02-27 07:27,江西吉安,808,HTTP
125.122.117.217,1.127秒,17-02-27 03:32,浙江杭州,808,HTTP
125.120.206.165,3.531秒,17-02-27 03:30,浙江杭州,808,HTTP
125.118.72.245,0.205秒,17-02-26 23:26,浙江杭州,808,HTTP
125.118.68.128,0.378秒,17-02-26 23:20,浙江杭州,808,HTTP
121.224.162.28,0.182秒,17-02-28 22:10,江苏无锡,8998,HTTP
114.99.15.68,0.203秒,17-02-28 22:09,安徽安庆,808,HTTP
125.118.75.84,0.207秒,17-02-27 20:32,浙江杭州,808,HTTP
182.244.175.106,0.389秒,17-02-27 20:32,云南,8998,HTTP
220.187.47.197,2.606秒,17-02-27 18:26,浙江舟山,80,HTTP
115.198.34.232,2.27秒,17-02-27 18:25,浙江杭州,808,HTTP
115.202.175.228,2.254秒,17-02-27 14:41,浙江台州,808,HTTP
124.117.10.100,0.332秒,17-02-27 14:32,新疆乌鲁木齐,8998,HTTP
119.5.32.225,1.703秒,17-02-28 14:18,四川达州,808,HTTP
125.118.78.74,6.461秒,17-02-28 14:18,浙江杭州,808,HTTP
60.176.235.0,0.259秒,17-02-28 18:31,浙江杭州,808,HTTP
60.176.234.215,1.174秒,17-02-28 18:30,浙江杭州,808,HTTP
125.118.77.80,0.172秒,17-02-28 03:37,浙江杭州,808,HTTP
110.73.1.8,4.851秒,17-02-28 03:34,广西防城港,8123,HTTP
175.155.225.143,4.26秒,17-03-01 11:20,四川德阳,808,HTTP
123.184.176.121,5.073秒,17-03-01 11:18,辽宁沈阳,80,HTTP
110.155.130.109,1.131秒,17-02-28 06:43,新疆,8998,HTTP
106.46.136.11,0.191秒,17-02-28 06:43,,808,HTTP
125.120.205.109,0.213秒,17-03-01 04:39,浙江杭州,808,HTTP
125.120.10.124,1.228秒,17-03-01 04:36,浙江杭州,808,HTTP
106.46.136.181,1.296秒,17-03-01 00:13,,808,HTTP
106.46.136.72,0.134秒,17-03-01 00:11,,808,HTTP
125.122.118.237,0.326秒,17-02-28 11:18,浙江杭州,808,HTTP
106.46.136.128,0.232秒,17-02-28 11:13,,808,HTTP
106.46.136.247,1.788秒,17-03-01 14:20,,808,HTTP
106.46.136.45,0.606秒,17-03-01 14:20,,808,HTTP
113.121.252.175,7.043秒,17-02-26 11:19,山东德州,808,HTTP
49.74.131.53,4.802秒,17-02-26 11:18,江苏南京,8123,HTTP
175.155.24.70,0.242秒,17-02-26 21:02,四川德阳,808,HTTP
59.63.123.237,0.178秒,17-02-26 20:54,江西南昌,808,HTTP
113.69.36.31,0.521秒,17-03-01 08:20,广东佛山,808,HTTP
58.59.46.114,6.621秒,17-03-01 08:18,山东日照,8080,HTTP
60.176.237.163,0.272秒,17-02-26 14:45,浙江杭州,808,HTTP
125.118.147.38,6.855秒,17-02-26 14:43,浙江杭州,808,HTTP
125.118.78.213,0.226秒,17-02-27 07:22,浙江杭州,808,HTTP
125.122.170.181,0.5秒,17-02-27 07:20,浙江杭州,808,HTTP
125.121.116.184,0.196秒,17-02-27 03:27,浙江杭州,808,HTTP
175.155.24.114,0.269秒,17-02-27 03:27,四川德阳,808,HTTP
125.118.146.43,1.98秒,17-02-26 23:18,浙江杭州,808,HTTP
220.191.14.83,0.43秒,17-02-26 23:16,浙江杭州,808,HTTP
220.191.100.37,3.957秒,17-02-28 22:09,浙江杭州,808,HTTP
220.191.101.212,0.22秒,17-02-28 22:00,浙江杭州,808,HTTP
111.155.124.75,2.309秒,17-02-27 20:30,北京,8123,HTTP
60.176.232.71,0.189秒,17-02-27 20:27,浙江杭州,808,HTTP
125.122.171.185,0.244秒,17-02-27 18:24,浙江杭州,808,HTTP
220.191.102.60,0.166秒,17-02-27 18:22,浙江杭州,808,HTTP
106.46.136.94,5.716秒,17-02-27 14:31,,808,HTTP
111.72.154.105,1.439秒,17-02-27 14:30,江西宜春,808,HTTP
106.46.136.54,2.281秒,17-02-28 14:14,,808,HTTP
36.101.234.157,0.503秒,17-02-28 14:14,浙江,8998,HTTP
125.121.123.184,0.263秒,17-02-28 18:27,浙江杭州,808,HTTP
111.76.156.74,0.15秒,17-02-28 18:27,江西新余,808,HTTP
125.122.119.60,0.386秒,17-02-28 03:27,浙江杭州,808,HTTP
125.121.115.188,0.327秒,17-02-28 03:27,浙江杭州,808,HTTP
115.198.33.59,0.243秒,17-03-01 11:18,浙江杭州,808,HTTP
110.73.5.50,4.72秒,17-03-01 11:18,广西防城港,8123,HTTP
111.72.127.203,1.289秒,17-02-28 06:41,江西吉安,808,HTTP
220.191.15.162,0.592秒,17-02-28 06:36,浙江杭州,808,HTTP
125.121.118.182,0.475秒,17-03-01 04:36,浙江杭州,808,HTTP
110.73.49.157,2.57秒,17-03-01 04:27,广西南宁,8123,HTTP
125.120.202.123,3.786秒,17-03-01 00:10,浙江杭州,808,HTTP
106.46.136.62,0.174秒,17-03-01 00:10,,808,HTTP
183.128.242.110,0.445秒,17-02-28 11:09,浙江杭州,808,HTTP
60.176.239.241,0.227秒,17-02-28 11:06,浙江杭州,808,HTTP
218.3.241.149,0.174秒,17-03-01 14:20,江苏徐州,8998,HTTP
111.72.126.49,4.679秒,17-03-01 14:19,江西吉安,808,HTTP
113.121.45.81,1.27秒,17-02-26 11:15,山东烟台,808,HTTP
125.121.114.169,0.229秒,17-02-26 11:14,浙江杭州,808,HTTP
125.121.115.184,2.981秒,17-02-26 20:54,浙江杭州,808,HTTP
125.118.240.194,3.531秒,17-02-26 20:52,浙江杭州,808,HTTP
111.72.127.68,0.696秒,17-03-01 08:18,江西吉安,808,HTTP
125.118.150.200,0.343秒,17-03-01 08:10,浙江杭州,808,HTTP
106.46.136.32,1.17秒,17-02-26 14:43,,808,HTTP
106.46.136.222,0.144秒,17-02-26 14:40,,808,HTTP
125.122.171.181,0.25秒,17-02-27 07:20,浙江杭州,808,HTTP
183.141.127.76,3.227秒,17-02-27 07:14,浙江嘉兴,3128,HTTP
220.191.100.124,0.448秒,17-02-27 03:27,浙江杭州,808,HTTP
113.121.243.132,1.165秒,17-02-27 03:23,山东德州,808,HTTP
27.159.124.137,0.175秒,17-02-26 23:11,福建莆田,8118,HTTP
175.155.24.78,0.268秒,17-02-26 23:10,四川德阳,808,HTTP
118.251.218.171,0.176秒,17-02-28 22:00,湖南湘潭,8998,HTTP
115.204.31.223,0.238秒,17-02-28 22:00,浙江杭州,808,HTTP
125.122.117.236,0.325秒,17-02-27 20:27,浙江杭州,808,HTTP
125.121.113.160,0.295秒,17-02-27 20:27,浙江杭州,808,HTTP
115.204.24.174,0.237秒,17-02-27 18:20,浙江杭州,808,HTTP
125.118.246.231,0.404秒,17-02-27 18:20,浙江杭州,808,HTTP
111.72.127.55,0.66秒,17-02-27 14:27,江西吉安,808,HTTP
111.76.133.84,0.206秒,17-02-27 14:27,江西新余,808,HTTP
119.5.0.38,0.257秒,17-02-28 14:12,四川南充,808,HTTP
125.121.122.5,0.735秒,17-02-28 14:10,浙江杭州,808,HTTP
125.118.247.30,0.229秒,17-02-28 18:27,浙江杭州,808,HTTP
220.191.102.36,1.893秒,17-02-28 18:27,浙江杭州,808,HTTP
111.76.152.138,0.164秒,17-02-28 03:27,江西新余,808,HTTP
59.63.123.27,0.189秒,17-02-28 03:27,江西南昌,808,HTTP
175.155.231.3,0.798秒,17-03-01 11:18,四川德阳,808,HTTP
125.118.150.37,3.497秒,17-03-01 11:14,浙江杭州,808,HTTP
115.198.39.154,0.407秒,17-02-28 06:30,浙江杭州,808,HTTP
175.155.24.51,0.249秒,17-02-28 06:30,四川德阳,808,HTTP
110.72.19.220,0.35秒,17-03-01 04:22,广西贵港,8123,HTTP
59.32.95.113,0.441秒,17-03-01 04:20,广东梅州,808,HTTP
220.191.14.172,0.373秒,17-03-01 00:09,浙江杭州,808,HTTP
125.120.203.194,0.19秒,17-03-01 00:09,浙江杭州,808,HTTP
49.69.183.67,2.547秒,17-02-28 11:00,江苏苏州,808,HTTP
220.191.12.14,4.969秒,17-02-28 11:00,浙江杭州,808,HTTP
106.46.136.110,5.066秒,17-03-01 14:18,,808,HTTP
60.214.118.170,0.218秒,17-03-01 14:18,山东枣庄,63000,HTTP
106.46.136.232,0.134秒,17-02-26 11:11,,808,HTTP
36.249.24.95,3.361秒,17-02-26 11:09,福建泉州,808,HTTP
123.169.90.105,1.076秒,17-02-26 20:48,山东淄博,808,HTTP
115.215.90.148,0.192秒,17-02-26 20:42,浙江宁波,8998,HTTP
123.55.2.233,1.508秒,17-03-01 08:09,河南洛阳,808,HTTP
125.122.62.188,7.125秒,17-03-01 08:09,浙江杭州,808,HTTP
115.212.83.66,1.209秒,17-02-26 14:36,浙江金华,808,HTTP
125.118.72.74,0.783秒,17-02-26 14:36,浙江杭州,808,HTTP
125.81.56.165,7.86秒,17-02-27 07:14,重庆,8123,HTTP
125.118.151.192,0.212秒,17-02-27 07:11,浙江杭州,808,HTTP
113.123.76.246,0.179秒,17-02-27 03:20,山东滨州,808,HTTP
119.5.1.33,0.219秒,17-02-27 03:20,四川南充,808,HTTP
183.157.184.204,0.123秒,17-02-26 23:10,浙江杭州,80,HTTP
125.118.75.147,0.275秒,17-02-26 23:09,浙江杭州,808,HTTP
106.46.136.13,3.503秒,17-02-28 21:55,,808,HTTP
111.72.126.83,1.303秒,17-02-28 21:54,江西吉安,808,HTTP
125.122.252.212,0.343秒,17-02-27 20:27,浙江杭州,808,HTTP
125.118.247.54,2.785秒,17-02-27 20:20,浙江杭州,808,HTTP
175.155.25.3,0.253秒,17-02-27 18:20,四川德阳,808,HTTP
110.73.6.165,1.595秒,17-02-27 18:18,广西防城港,8123,HTTP
111.72.126.134,2.407秒,17-02-27 14:27,江西吉安,808,HTTP
106.46.136.48,0.162秒,17-02-27 14:20,,808,HTTP
125.118.150.146,0.184秒,17-02-28 14:09,浙江杭州,808,HTTP
115.198.38.171,0.247秒,17-02-28 14:03,浙江杭州,808,HTTP
115.230.129.151,7.108秒,17-02-28 18:22,浙江嘉兴,8998,HTTP
125.118.247.196,0.174秒,17-02-28 18:20,浙江杭州,808,HTTP
125.121.115.195,0.262秒,17-02-28 03:21,浙江杭州,808,HTTP
125.121.113.66,0.18秒,17-02-28 03:18,浙江杭州,808,HTTP
180.107.134.147,0.15秒,17-03-01 11:10,江苏苏州,8998,HTTP
125.120.207.74,1.162秒,17-03-01 11:09,浙江杭州,808,HTTP
182.88.205.237,6.945秒,17-02-28 06:30,广西南宁,8123,HTTP
125.118.72.27,2.222秒,17-02-28 06:29,浙江杭州,808,HTTP
113.123.79.22,0.646秒,17-03-01 04:18,山东滨州,808,HTTP
220.191.14.134,2.572秒,17-03-01 04:18,浙江杭州,808,HTTP
106.46.136.47,0.191秒,17-03-01 00:06,,808,HTTP
106.46.136.2,0.57秒,17-03-01 00:05,,808,HTTP
106.46.136.245,1.426秒,17-02-28 11:00,,808,HTTP
114.113.148.218,3.597秒,17-02-28 11:00,北京,808,HTTP
183.128.242.181,0.179秒,17-03-01 14:18,浙江杭州,808,HTTP
122.228.179.178,2.995秒,17-03-01 14:16,浙江温州,80,HTTP
110.73.7.105,2.962秒,17-02-26 11:03,广西防城港,8123,HTTP
183.141.157.96,3.189秒,17-02-26 11:02,浙江嘉兴,3128,HTTP
125.120.204.162,6.021秒,17-02-26 20:34,浙江杭州,808,HTTP
175.155.229.101,0.344秒,17-02-26 20:30,四川德阳,808,HTTP
111.72.127.9,0.262秒,17-03-01 08:09,江西吉安,808,HTTP
27.185.125.150,2.691秒,17-03-01 08:09,河北石家庄,9999,HTTP
125.122.170.249,0.294秒,17-02-26 14:32,浙江杭州,808,HTTP
125.120.205.252,0.202秒,17-02-26 14:30,浙江杭州,808,HTTP
125.120.10.52,0.225秒,17-02-27 07:10,浙江杭州,808,HTTP
113.251.174.249,1.355秒,17-02-27 07:02,重庆,8998,HTTP
36.105.233.142,0.432秒,17-02-27 03:10,浙江,8998,HTTP
125.118.74.229,3.264秒,17-02-27 03:02,浙江杭州,808,HTTP
111.72.126.82,1.783秒,17-02-26 23:09,江西吉安,808,HTTP
113.124.85.144,2.494秒,17-02-26 23:06,山东烟台,808,HTTP
125.120.200.135,3.697秒,17-02-28 21:54,浙江杭州,808,HTTP
125.118.72.182,0.221秒,17-02-28 21:54,浙江杭州,808,HTTP
125.118.78.231,0.197秒,17-02-27 20:20,浙江杭州,808,HTTP
125.74.58.205,0.229秒,17-02-27 20:20,甘肃兰州,8998,HTTP
125.118.240.129,0.23秒,17-02-27 18:18,浙江杭州,808,HTTP
119.5.0.178,0.236秒,17-02-27 18:18,四川南充,808,HTTP
60.165.191.179,0.577秒,17-02-27 14:20,甘肃嘉峪关,81,HTTP
125.118.146.2,2.236秒,17-02-27 14:13,浙江杭州,808,HTTP
183.159.3.127,1.887秒,17-02-28 14:02,浙江杭州,80,HTTP
115.198.37.69,2.006秒,17-02-28 14:01,浙江杭州,808,HTTP
106.46.136.166,2.24秒,17-02-28 18:20,,808,HTTP
125.118.144.8,0.52秒,17-02-28 18:18,浙江杭州,808,HTTP
115.198.33.235,3.27秒,17-02-28 03:18,浙江杭州,808,HTTP
115.198.32.235,0.22秒,17-02-28 03:18,浙江杭州,808,HTTP
113.69.62.91,1.276秒,17-03-01 11:01,广东佛山,808,HTTP
113.69.60.141,0.539秒,17-03-01 11:01,广东佛山,808,HTTP
121.31.148.67,0.275秒,17-02-28 06:27,广西北海,8123,HTTP
117.62.131.106,0.164秒,17-02-28 06:27,江苏,8998,HTTP
115.204.30.122,0.154秒,17-03-01 04:18,浙江杭州,808,HTTP
171.39.33.148,2.11秒,17-03-01 04:18,广西百色,8123,HTTP
106.46.136.252,0.145秒,17-03-01 00:04,,808,HTTP
106.46.136.44,5.884秒,17-03-01 00:04,,808,HTTP
125.120.9.30,0.227秒,17-02-28 11:00,浙江杭州,808,HTTP
218.104.148.157,3.628秒,17-02-28 10:55,湖南长沙,8080,HTTP
111.72.127.189,1.028秒,17-03-01 14:14,江西吉安,808,HTTP
106.46.136.125,6.258秒,17-03-01 14:13,,808,HTTP
183.128.243.192,6.885秒,17-02-26 11:00,浙江杭州,808,HTTP
125.118.79.41,0.189秒,17-02-26 11:00,浙江杭州,808,HTTP
113.123.77.174,0.215秒,17-02-26 20:30,山东滨州,808,HTTP
175.155.189.14,0.335秒,17-02-26 20:27,四川德阳,808,HTTP
110.73.3.14,0.32秒,17-03-01 08:01,广西防城港,8123,HTTP
175.155.242.146,1.555秒,17-03-01 08:00,四川德阳,808,HTTP
125.122.119.252,0.43秒,17-02-26 14:28,浙江杭州,808,HTTP
125.118.76.29,0.182秒,17-02-26 14:27,浙江杭州,808,HTTP
60.176.239.83,3.007秒,17-02-27 07:01,浙江杭州,808,HTTP
115.200.94.161,3.594秒,17-02-27 07:01,浙江杭州,80,HTTP
111.76.129.3,3.166秒,17-02-27 03:00,江西新余,808,HTTP
220.191.15.87,0.366秒,17-02-27 03:00,浙江杭州,808,HTTP
119.23.136.42,0.148秒,17-02-26 23:05,,80,HTTP
125.118.68.27,0.624秒,17-02-26 23:00,浙江杭州,808,HTTP
106.46.136.229,0.161秒,17-02-28 21:50,,808,HTTP
106.46.136.205,0.15秒,17-02-28 21:50,,808,HTTP
115.198.34.78,0.224秒,17-02-27 20:18,浙江杭州,808,HTTP
220.191.14.184,0.168秒,17-02-27 20:10,浙江杭州,808,HTTP
115.201.135.252,0.234秒,17-02-27 18:14,浙江台州,8998,HTTP
111.76.187.177,0.463秒,17-02-27 18:12,江西新余,808,HTTP
218.29.181.252,0.109秒,17-02-27 14:10,河南郑州,808,HTTP
123.169.84.160,3.078秒,17-02-27 14:09,山东淄博,808,HTTP
113.121.247.101,3.013秒,17-02-28 14:00,山东德州,808,HTTP
106.46.136.211,2.146秒,17-02-28 13:54,,808,HTTP
125.121.121.255,0.192秒,17-02-28 18:18,浙江杭州,808,HTTP
182.88.82.48,0.323秒,17-02-28 18:18,广西南宁,8123,HTTP
115.198.34.47,2.101秒,17-02-28 03:18,浙江杭州,808,HTTP
175.155.245.98,2.008秒,17-02-28 03:10,四川德阳,808,HTTP
110.73.0.26,1.377秒,17-03-01 11:01,广西防城港,8123,HTTP
113.69.255.240,7.469秒,17-03-01 11:00,广东佛山,808,HTTP
220.191.13.235,3.974秒,17-02-28 06:27,浙江杭州,808,HTTP
121.31.149.82,0.253秒,17-02-28 06:27,广西北海,8123,HTTP
110.73.55.87,7.785秒,17-03-01 04:18,广西南宁,8123,HTTP
182.88.191.80,6.24秒,17-03-01 04:10,广西南宁,8123,HTTP
106.46.136.109,3.412秒,17-03-01 00:03,,808,HTTP
106.46.136.93,1.108秒,17-03-01 00:03,,808,HTTP
60.176.236.230,5.218秒,17-02-28 10:54,浙江杭州,808,HTTP
106.46.136.218,0.143秒,17-02-28 10:51,,808,HTTP
222.169.138.134,0.18秒,17-03-01 14:12,吉林白城,8998,HTTP
123.157.146.116,3.158秒,17-03-01 14:12,浙江,8123,HTTP
115.198.36.10,0.258秒,17-02-26 10:51,浙江杭州,808,HTTP
125.118.149.89,0.18秒,17-02-26 10:46,浙江杭州,808,HTTP
111.72.127.102,1.475秒,17-02-26 20:20,江西吉安,808,HTTP
125.121.118.252,0.284秒,17-02-26 20:18,浙江杭州,808,HTTP
111.72.229.200,6.078秒,17-03-01 07:54,江西鹰潭,808,HTTP
125.122.170.226,2.952秒,17-03-01 07:53,浙江杭州,808,HTTP
111.76.130.117,0.16秒,17-02-26 14:27,江西新余,808,HTTP
125.121.117.232,0.434秒,17-02-26 14:27,浙江杭州,808,HTTP
111.76.133.86,0.262秒,17-02-27 07:00,江西新余,808,HTTP
125.118.151.246,6.668秒,17-02-27 07:00,浙江杭州,808,HTTP
125.120.9.200,0.203秒,17-02-27 03:00,浙江杭州,808,HTTP
119.5.0.85,0.262秒,17-02-27 03:00,四川南充,808,HTTP
125.121.121.32,5.535秒,17-02-26 23:00,浙江杭州,808,HTTP
121.31.101.106,0.468秒,17-02-26 22:54,广西防城港,8123,HTTP
125.122.169.123,2.329秒,17-02-28 21:50,浙江杭州,808,HTTP
106.46.136.89,7.14秒,17-02-28 21:45,,808,HTTP
110.73.30.139,6.922秒,17-02-27 20:00,广西防城港,8123,HTTP
125.118.146.237,0.288秒,17-02-27 20:00,浙江杭州,808,HTTP
125.121.116.27,0.203秒,17-02-27 18:11,浙江杭州,808,HTTP
125.121.119.10,0.34秒,17-02-27 18:10,浙江杭州,808,HTTP
125.120.204.38,0.219秒,17-02-27 14:09,浙江杭州,808,HTTP
106.46.136.97,3.121秒,17-02-27 14:03,,808,HTTP
125.118.72.102,0.375秒,17-02-28 13:54,浙江杭州,808,HTTP
60.176.239.186,0.324秒,17-02-28 13:45,浙江杭州,808,HTTP
60.189.249.35,0.187秒,17-02-28 18:12,浙江台州,8998,HTTP
125.118.146.219,0.567秒,17-02-28 18:09,浙江杭州,808,HTTP
125.121.115.15,0.304秒,17-02-28 03:09,浙江杭州,808,HTTP
125.121.113.163,2.244秒,17-02-28 03:09,浙江杭州,808,HTTP
119.5.1.8,0.268秒,17-03-01 10:54,四川南充,808,HTTP
113.123.38.155,3.304秒,17-03-01 10:54,山东威海,808,HTTP
175.155.153.86,1.58秒,17-02-28 06:27,四川德阳,808,HTTP
125.122.117.37,0.438秒,17-02-28 06:20,浙江杭州,808,HTTP
182.88.39.10,2.922秒,17-03-01 04:10,广西南宁,8123,HTTP
121.31.50.152,4.562秒,17-03-01 04:10,广西南宁,8123,HTTP
110.72.33.101,4.943秒,17-03-01 00:01,广西贵港,8123,HTTP
60.176.239.63,0.441秒,17-03-01 00:00,浙江杭州,808,HTTP
175.155.24.76,0.23秒,17-02-28 10:50,四川德阳,808,HTTP
125.122.118.88,0.411秒,17-02-28 10:45,浙江杭州,808,HTTP
106.46.136.114,3.455秒,17-03-01 14:12,,808,HTTP
101.53.101.172,0.544秒,17-03-01 14:11,福建,9999,HTTP
106.46.136.105,3.962秒,17-02-26 10:42,,808,HTTP
125.120.201.69,5.177秒,17-02-26 10:40,浙江杭州,808,HTTP
113.123.77.208,0.17秒,17-02-26 20:14,山东滨州,808,HTTP
